IMAGE,MEDICINE_NAME,GENERIC_NAME,split,image_path,prescription_id
1273.png,Fexo,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1273.png,P2273
1274.png,Fexo,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1274.png,P2274
1275.png,Fexo,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1275.png,P2275
1276.png,Fexo,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1276.png,P2276
1277.png,Fexo,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1277.png,P2277
1278.png,Fexo,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1278.png,P2278
1279.png,Fexo,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1279.png,P2279
1280.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1280.png,P2280
1281.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1281.png,P2281
1282.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1282.png,P2282
1283.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1283.png,P2283
1284.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1284.png,P2284
1285.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1285.png,P2285
1286.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1286.png,P2286
1287.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1287.png,P2287
1288.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1288.png,P2288
1289.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1289.png,P2289
1290.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1290.png,P2290
1291.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1291.png,P2291
1292.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1292.png,P2292
1293.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1293.png,P2293
1294.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1294.png,P2294
1295.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1295.png,P2295
1296.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1296.png,P2296
1297.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1297.png,P2297
1298.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1298.png,P2298
1299.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1299.png,P2299
1300.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1300.png,P2300
1301.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1301.png,P2301
1302.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1302.png,P2302
1303.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1303.png,P2303
1304.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1304.png,P2304
1305.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1305.png,P2305
1306.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1306.png,P2306
1307.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1307.png,P2307
1308.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1308.png,P2308
1309.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1309.png,P2309
1310.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1310.png,P2310
1311.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1311.png,P2311
1312.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1312.png,P2312
1313.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1313.png,P2313
1314.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1314.png,P2314
1315.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1315.png,P2315
1316.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1316.png,P2316
1317.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1317.png,P2317
1318.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1318.png,P2318
1319.png,Filmet,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1319.png,P2319
1320.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1320.png,P2320
1321.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1321.png,P2321
1322.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1322.png,P2322
1323.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1323.png,P2323
1324.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1324.png,P2324
1325.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1325.png,P2325
1326.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1326.png,P2326
1327.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1327.png,P2327
1328.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1328.png,P2328
1329.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1329.png,P2329
1330.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1330.png,P2330
1331.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1331.png,P2331
1332.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1332.png,P2332
1333.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1333.png,P2333
1334.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1334.png,P2334
1335.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1335.png,P2335
1336.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1336.png,P2336
1337.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1337.png,P2337
1338.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1338.png,P2338
1339.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1339.png,P2339
1340.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1340.png,P2340
1341.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1341.png,P2341
1342.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1342.png,P2342
1343.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1343.png,P2343
1344.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1344.png,P2344
1345.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1345.png,P2345
1346.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1346.png,P2346
1347.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1347.png,P2347
1348.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1348.png,P2348
1349.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1349.png,P2349
1350.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1350.png,P2350
1351.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1351.png,P2351
1352.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1352.png,P2352
1353.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1353.png,P2353
1354.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1354.png,P2354
1355.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1355.png,P2355
1356.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1356.png,P2356
1357.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1357.png,P2357
1358.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1358.png,P2358
1359.png,Fixal,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1359.png,P2359
1360.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1360.png,P2360
1361.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1361.png,P2361
1362.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1362.png,P2362
1363.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1363.png,P2363
1364.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1364.png,P2364
1365.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1365.png,P2365
1366.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1366.png,P2366
1367.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1367.png,P2367
1368.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1368.png,P2368
1369.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1369.png,P2369
1370.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1370.png,P2370
1371.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1371.png,P2371
1372.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1372.png,P2372
1373.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1373.png,P2373
1374.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1374.png,P2374
1375.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1375.png,P2375
1376.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1376.png,P2376
1377.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1377.png,P2377
1378.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1378.png,P2378
1379.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1379.png,P2379
1380.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1380.png,P2380
1381.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1381.png,P2381
1382.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1382.png,P2382
1383.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1383.png,P2383
1384.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1384.png,P2384
1385.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1385.png,P2385
1386.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1386.png,P2386
1387.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1387.png,P2387
1388.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1388.png,P2388
1389.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1389.png,P2389
1390.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1390.png,P2390
1391.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1391.png,P2391
1392.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1392.png,P2392
1393.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1393.png,P2393
1394.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1394.png,P2394
1395.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1395.png,P2395
1396.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1396.png,P2396
1397.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1397.png,P2397
1398.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1398.png,P2398
1399.png,Flamyd,Metronidazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1399.png,P2399
1400.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1400.png,P2400
1401.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1401.png,P2401
1402.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1402.png,P2402
1403.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1403.png,P2403
1404.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1404.png,P2404
1405.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1405.png,P2405
1406.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1406.png,P2406
1407.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1407.png,P2407
1408.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1408.png,P2408
1409.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1409.png,P2409
1410.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1410.png,P2410
1411.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1411.png,P2411
1412.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1412.png,P2412
1413.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1413.png,P2413
1414.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1414.png,P2414
1415.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1415.png,P2415
1416.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1416.png,P2416
1417.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1417.png,P2417
1418.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1418.png,P2418
1419.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1419.png,P2419
1420.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1420.png,P2420
1421.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1421.png,P2421
1422.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1422.png,P2422
1423.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1423.png,P2423
1424.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1424.png,P2424
1425.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1425.png,P2425
1426.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1426.png,P2426
1427.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1427.png,P2427
1428.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1428.png,P2428
1429.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1429.png,P2429
1430.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1430.png,P2430
1431.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1431.png,P2431
1432.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1432.png,P2432
1433.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1433.png,P2433
1434.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1434.png,P2434
1435.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1435.png,P2435
1436.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1436.png,P2436
1437.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1437.png,P2437
1438.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1438.png,P2438
1439.png,Flexibac,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1439.png,P2439
1440.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1440.png,P2440
1441.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1441.png,P2441
1442.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1442.png,P2442
1443.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1443.png,P2443
1444.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1444.png,P2444
1445.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1445.png,P2445
1446.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1446.png,P2446
1447.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1447.png,P2447
1448.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1448.png,P2448
1449.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1449.png,P2449
1450.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1450.png,P2450
1451.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1451.png,P2451
1452.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1452.png,P2452
1453.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1453.png,P2453
1454.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1454.png,P2454
1455.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1455.png,P2455
1456.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1456.png,P2456
1457.png,Flexilax,Baclofen,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/1457.png,P2457
