original_path,enhanced_path,psnr,ssim
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000125 (2).png,/content/enhanced_images/xray_enhanced/000125 (2).png,21.588125006583695,0.680303143319768
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000116 (5).png,/content/enhanced_images/xray_enhanced/000116 (5).png,20.59218764203581,0.6527099439069385
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000158 (6).png,/content/enhanced_images/xray_enhanced/000158 (6).png,20.62643459181736,0.6681930926509627
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000118 (4).png,/content/enhanced_images/xray_enhanced/000118 (4).png,23.178507583842812,0.6503446665940983
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000141 (2).png,/content/enhanced_images/xray_enhanced/000141 (2).png,22.624238532681428,0.6731211536055908
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000124 (4).png,/content/enhanced_images/xray_enhanced/000124 (4).png,22.406324017459845,0.6828760451132897
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000146 (6).png,/content/enhanced_images/xray_enhanced/000146 (6).png,20.834339026249843,0.6732280266274033
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000166 (4).png,/content/enhanced_images/xray_enhanced/000166 (4).png,22.196236533794604,0.652732334649274
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000156 (2).png,/content/enhanced_images/xray_enhanced/000156 (2).png,22.503626790144615,0.6412604611452376
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000122 (6).png,/content/enhanced_images/xray_enhanced/000122 (6).png,21.367651529391484,0.6645913591893179
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000119.png,/content/enhanced_images/xray_enhanced/000119.png,20.673624876336063,0.6413848389798169
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000134 (5).png,/content/enhanced_images/xray_enhanced/000134 (5).png,21.854161350712115,0.6509627871569001
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000118 (3).png,/content/enhanced_images/xray_enhanced/000118 (3).png,20.141338874363427,0.6668227282925169
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000139 (6).png,/content/enhanced_images/xray_enhanced/000139 (6).png,21.100696763750555,0.6620583906768301
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000162.png,/content/enhanced_images/xray_enhanced/000162.png,20.362677953920954,0.6474710852384983
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000112.png,/content/enhanced_images/xray_enhanced/000112.png,21.50278261971712,0.6301898489970504
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000108 (6).png,/content/enhanced_images/xray_enhanced/000108 (6).png,21.877114341418064,0.6372684246160457
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000121 (5).png,/content/enhanced_images/xray_enhanced/000121 (5).png,20.531804407182346,0.6630319997693976
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000132 (4).png,/content/enhanced_images/xray_enhanced/000132 (4).png,22.47399097425932,0.6615539487837703
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000120 (2).png,/content/enhanced_images/xray_enhanced/000120 (2).png,22.221145734627225,0.6709338996983352
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000125 (6).png,/content/enhanced_images/xray_enhanced/000125 (6).png,20.47031242410391,0.6770076073868417
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000167 (2).png,/content/enhanced_images/xray_enhanced/000167 (2).png,22.07644274867501,0.6873563838803564
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000169 (6).png,/content/enhanced_images/xray_enhanced/000169 (6).png,21.34925277296229,0.6667120015748301
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000127 (2).png,/content/enhanced_images/xray_enhanced/000127 (2).png,22.49152747834148,0.6862255200275847
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000170 (2).png,/content/enhanced_images/xray_enhanced/000170 (2).png,22.803830553003888,0.6437597094546489
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000135 (4).png,/content/enhanced_images/xray_enhanced/000135 (4).png,22.06320871570182,0.6744960961450174
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000135.png,/content/enhanced_images/xray_enhanced/000135.png,23.135176841311555,0.658301265738077
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000124.png,/content/enhanced_images/xray_enhanced/000124.png,21.36209269555475,0.657952461101789
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000158 (4).png,/content/enhanced_images/xray_enhanced/000158 (4).png,22.06228228958591,0.6838955553983614
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000155 (3).png,/content/enhanced_images/xray_enhanced/000155 (3).png,21.969274735118162,0.6319756243248842
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000148 (4).png,/content/enhanced_images/xray_enhanced/000148 (4).png,22.170561574726307,0.6761259044070504
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000141 (4).png,/content/enhanced_images/xray_enhanced/000141 (4).png,22.08786372358761,0.6527858283792797
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000163 (6).png,/content/enhanced_images/xray_enhanced/000163 (6).png,20.510807976500452,0.6699072226385115
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000129 (2).png,/content/enhanced_images/xray_enhanced/000129 (2).png,21.130403544267388,0.6900887188166783
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000153.png,/content/enhanced_images/xray_enhanced/000153.png,20.974275281409966,0.666394508498573
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000127.png,/content/enhanced_images/xray_enhanced/000127.png,21.243112019875497,0.6346023180800757
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000127 (6).png,/content/enhanced_images/xray_enhanced/000127 (6).png,21.163900969808388,0.651178562730937
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000114 (3).png,/content/enhanced_images/xray_enhanced/000114 (3).png,22.084347305253523,0.6939091630647071
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000122.png,/content/enhanced_images/xray_enhanced/000122.png,20.800820160636274,0.6383609053943669
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000151 (6).png,/content/enhanced_images/xray_enhanced/000151 (6).png,21.485682757312258,0.6588854522105675
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000163 (4).png,/content/enhanced_images/xray_enhanced/000163 (4).png,22.131767064592353,0.6772999155634741
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000119 (4).png,/content/enhanced_images/xray_enhanced/000119 (4).png,22.038180492950623,0.6644626500731329
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000124 (5).png,/content/enhanced_images/xray_enhanced/000124 (5).png,20.578998674269073,0.6606322709672943
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000157 (6).png,/content/enhanced_images/xray_enhanced/000157 (6).png,20.59190470837465,0.6826306566107053
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000120 (5).png,/content/enhanced_images/xray_enhanced/000120 (5).png,20.500202148685744,0.6539652093752222
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000153 (4).png,/content/enhanced_images/xray_enhanced/000153 (4).png,21.629231231206813,0.6608370655640018
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000110 (2).png,/content/enhanced_images/xray_enhanced/000110 (2).png,22.66934068936405,0.6498457696466002
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000111.png,/content/enhanced_images/xray_enhanced/000111.png,20.693354639219184,0.6301897787278679
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000115 (4).png,/content/enhanced_images/xray_enhanced/000115 (4).png,22.100156728796808,0.6741053107532018
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000139 (5).png,/content/enhanced_images/xray_enhanced/000139 (5).png,22.166766032494216,0.6600254830750639
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000117 (3).png,/content/enhanced_images/xray_enhanced/000117 (3).png,22.087766338281213,0.6695772163968671
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000142 (6).png,/content/enhanced_images/xray_enhanced/000142 (6).png,20.910739469716884,0.6609281089791222
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000120 (3).png,/content/enhanced_images/xray_enhanced/000120 (3).png,21.758074491785997,0.6354713503723639
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000174 (3).png,/content/enhanced_images/xray_enhanced/000174 (3).png,20.43572961975759,0.6608231733839091
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000145 (6).png,/content/enhanced_images/xray_enhanced/000145 (6).png,20.834261651096774,0.6524406918808252
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000154 (4).png,/content/enhanced_images/xray_enhanced/000154 (4).png,22.23488149685857,0.6861552546630387
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000115 (5).png,/content/enhanced_images/xray_enhanced/000115 (5).png,20.46770667733238,0.6715658159321186
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000117 (5).png,/content/enhanced_images/xray_enhanced/000117 (5).png,22.35834641045504,0.6550931930897729
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000154 (2).png,/content/enhanced_images/xray_enhanced/000154 (2).png,22.05476960184152,0.6624871754786152
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000136 (6).png,/content/enhanced_images/xray_enhanced/000136 (6).png,22.848078299030693,0.6521287613397746
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000137 (3).png,/content/enhanced_images/xray_enhanced/000137 (3).png,21.81163526734443,0.6835089629602414
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000155.png,/content/enhanced_images/xray_enhanced/000155.png,21.70511729451361,0.6550450566989883
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000114 (2).png,/content/enhanced_images/xray_enhanced/000114 (2).png,21.670112430110436,0.6568730345951826
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000151.png,/content/enhanced_images/xray_enhanced/000151.png,20.235179785785128,0.645558044614514
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000137.png,/content/enhanced_images/xray_enhanced/000137.png,21.274825554400564,0.626771109548045
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000129 (6).png,/content/enhanced_images/xray_enhanced/000129 (6).png,20.962453581122354,0.6556838849110237
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000126 (4).png,/content/enhanced_images/xray_enhanced/000126 (4).png,22.991744614190914,0.6589450075638393
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000159 (5).png,/content/enhanced_images/xray_enhanced/000159 (5).png,20.57666948491949,0.6553638946403579
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000164 (5).png,/content/enhanced_images/xray_enhanced/000164 (5).png,20.870781799071054,0.6572050713865838
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000142 (5).png,/content/enhanced_images/xray_enhanced/000142 (5).png,21.83458329746369,0.6524178684584163
/content/xray_data/XraysData/test/squamous.cell.carcinoma/000144 (5).png,/content/enhanced_images/xray_enhanced/000144 (5).png,22.56164677402767,0.6474539174548718
/content/xray_data/XraysData/test/large.cell.carcinoma/000133.png,/content/enhanced_images/xray_enhanced/000133.png,19.933345111609718,0.6773810370950751
/content/xray_data/XraysData/test/large.cell.carcinoma/000118.png,/content/enhanced_images/xray_enhanced/000118.png,22.089564298432855,0.6595565435772128
/content/xray_data/XraysData/test/large.cell.carcinoma/000173.png,/content/enhanced_images/xray_enhanced/000173.png,21.88354540740326,0.6380526298592892
/content/xray_data/XraysData/test/large.cell.carcinoma/000133 (2).png,/content/enhanced_images/xray_enhanced/000133 (2).png,20.63375139437431,0.6671641173000636
/content/xray_data/XraysData/test/large.cell.carcinoma/000114.png,/content/enhanced_images/xray_enhanced/000114.png,19.89423671015158,0.6350807539572505
/content/xray_data/XraysData/test/large.cell.carcinoma/000138 (2).png,/content/enhanced_images/xray_enhanced/000138 (2).png,19.463047220522093,0.6671212173033753
/content/xray_data/XraysData/test/large.cell.carcinoma/000128.png,/content/enhanced_images/xray_enhanced/000128.png,21.68695173419572,0.657835376943553
/content/xray_data/XraysData/test/large.cell.carcinoma/000126.png,/content/enhanced_images/xray_enhanced/000126.png,20.496769608970858,0.6530786614258766
/content/xray_data/XraysData/test/large.cell.carcinoma/000141.png,/content/enhanced_images/xray_enhanced/000141.png,20.331457380683812,0.6521221164076905
/content/xray_data/XraysData/test/large.cell.carcinoma/000132 (2).png,/content/enhanced_images/xray_enhanced/000132 (2).png,20.568192569333267,0.6609921223540227
/content/xray_data/XraysData/test/large.cell.carcinoma/000149.png,/content/enhanced_images/xray_enhanced/000149.png,20.89188736260933,0.6433768465582507
/content/xray_data/XraysData/test/large.cell.carcinoma/000110.png,/content/enhanced_images/xray_enhanced/000110.png,21.98908667962548,0.636516734133015
/content/xray_data/XraysData/test/large.cell.carcinoma/000111 (2).png,/content/enhanced_images/xray_enhanced/000111 (2).png,22.84294041322053,0.6568149939375464
/content/xray_data/XraysData/test/large.cell.carcinoma/000163.png,/content/enhanced_images/xray_enhanced/000163.png,20.486868517041973,0.6259160972412299
/content/xray_data/XraysData/test/large.cell.carcinoma/000170.png,/content/enhanced_images/xray_enhanced/000170.png,22.72521395947901,0.6620090189110729
/content/xray_data/XraysData/test/large.cell.carcinoma/000154.png,/content/enhanced_images/xray_enhanced/000154.png,21.70397798072612,0.626900495652731
/content/xray_data/XraysData/test/large.cell.carcinoma/000169.png,/content/enhanced_images/xray_enhanced/000169.png,22.344294024625807,0.6714648527602404
/content/xray_data/XraysData/test/large.cell.carcinoma/000148.png,/content/enhanced_images/xray_enhanced/000148.png,21.943532873742654,0.6662462992805037
/content/xray_data/XraysData/test/large.cell.carcinoma/000120.png,/content/enhanced_images/xray_enhanced/000120.png,20.92799407296542,0.5886270742039023
/content/xray_data/XraysData/test/large.cell.carcinoma/000172.png,/content/enhanced_images/xray_enhanced/000172.png,21.319975762998094,0.6472655067739022
/content/xray_data/XraysData/test/large.cell.carcinoma/000162.png,/content/enhanced_images/xray_enhanced/000162.png,20.29855385052653,0.6348893685639819
/content/xray_data/XraysData/test/large.cell.carcinoma/000115 (2).png,/content/enhanced_images/xray_enhanced/000115 (2).png,20.37202517391502,0.6730481713402253
/content/xray_data/XraysData/test/large.cell.carcinoma/000113.png,/content/enhanced_images/xray_enhanced/000113.png,21.251244878786366,0.6474330631190027
/content/xray_data/XraysData/test/large.cell.carcinoma/000127 (2).png,/content/enhanced_images/xray_enhanced/000127 (2).png,22.49021461954206,0.6943314983967578
/content/xray_data/XraysData/test/large.cell.carcinoma/000131 (2).png,/content/enhanced_images/xray_enhanced/000131 (2).png,23.49399551222924,0.6700441123466463
/content/xray_data/XraysData/test/large.cell.carcinoma/000136 (2).png,/content/enhanced_images/xray_enhanced/000136 (2).png,21.35521397185171,0.6686221751858813
/content/xray_data/XraysData/test/large.cell.carcinoma/000150.png,/content/enhanced_images/xray_enhanced/000150.png,20.895511788688843,0.6510695632096368
/content/xray_data/XraysData/test/large.cell.carcinoma/000122.png,/content/enhanced_images/xray_enhanced/000122.png,19.71506578418687,0.6557461922111414
/content/xray_data/XraysData/test/large.cell.carcinoma/000113 (2).png,/content/enhanced_images/xray_enhanced/000113 (2).png,22.215638283938514,0.6521186282649148
/content/xray_data/XraysData/test/large.cell.carcinoma/000159.png,/content/enhanced_images/xray_enhanced/000159.png,21.247551411534324,0.6527624144244157
/content/xray_data/XraysData/test/large.cell.carcinoma/000123.png,/content/enhanced_images/xray_enhanced/000123.png,20.182443320089906,0.622158196076655
/content/xray_data/XraysData/test/large.cell.carcinoma/000174.png,/content/enhanced_images/xray_enhanced/000174.png,21.025607004387567,0.6385043612676493
/content/xray_data/XraysData/test/large.cell.carcinoma/000111.png,/content/enhanced_images/xray_enhanced/000111.png,20.71580657208974,0.6424081781916996
/content/xray_data/XraysData/test/large.cell.carcinoma/000147 (2).png,/content/enhanced_images/xray_enhanced/000147 (2).png,20.713035277310116,0.6606084730880994
/content/xray_data/XraysData/test/large.cell.carcinoma/000108.png,/content/enhanced_images/xray_enhanced/000108.png,22.804631971248106,0.6667099925358777
/content/xray_data/XraysData/test/large.cell.carcinoma/000160.png,/content/enhanced_images/xray_enhanced/000160.png,23.195350231924657,0.6621250838139517
/content/xray_data/XraysData/test/large.cell.carcinoma/000128 (2).png,/content/enhanced_images/xray_enhanced/000128 (2).png,19.579568221426285,0.6659453575197302
/content/xray_data/XraysData/test/large.cell.carcinoma/000158.png,/content/enhanced_images/xray_enhanced/000158.png,19.634601863023306,0.6652944670422657
/content/xray_data/XraysData/test/large.cell.carcinoma/000116.png,/content/enhanced_images/xray_enhanced/000116.png,21.073980196560512,0.6161751908165134
/content/xray_data/XraysData/test/large.cell.carcinoma/000154 (2).png,/content/enhanced_images/xray_enhanced/000154 (2).png,21.241693140777773,0.6753584193917218
/content/xray_data/XraysData/test/large.cell.carcinoma/000143.png,/content/enhanced_images/xray_enhanced/000143.png,21.270026332775707,0.5914243284515579
/content/xray_data/XraysData/test/large.cell.carcinoma/000148 (2).png,/content/enhanced_images/xray_enhanced/000148 (2).png,19.95273802797123,0.6580119052421181
/content/xray_data/XraysData/test/large.cell.carcinoma/000131.png,/content/enhanced_images/xray_enhanced/000131.png,21.619159011160455,0.6424629870239619
/content/xray_data/XraysData/test/large.cell.carcinoma/000155.png,/content/enhanced_images/xray_enhanced/000155.png,20.483913628905874,0.632262520381085
/content/xray_data/XraysData/test/large.cell.carcinoma/000173 (2).png,/content/enhanced_images/xray_enhanced/000173 (2).png,22.895687618160864,0.6613507097867717
/content/xray_data/XraysData/test/large.cell.carcinoma/000171.png,/content/enhanced_images/xray_enhanced/000171.png,21.5768128855241,0.6519187443238439
/content/xray_data/XraysData/test/large.cell.carcinoma/000137.png,/content/enhanced_images/xray_enhanced/000137.png,20.543771185159564,0.6663321586206745
/content/xray_data/XraysData/test/large.cell.carcinoma/000159 (2).png,/content/enhanced_images/xray_enhanced/000159 (2).png,20.66070252311405,0.6107877789910732
/content/xray_data/XraysData/test/large.cell.carcinoma/000124 (2).png,/content/enhanced_images/xray_enhanced/000124 (2).png,21.286459108548218,0.6525054155651598
/content/xray_data/XraysData/test/large.cell.carcinoma/000130.png,/content/enhanced_images/xray_enhanced/000130.png,21.520625492583626,0.6740198112010907
/content/xray_data/XraysData/test/large.cell.carcinoma/000172 (2).png,/content/enhanced_images/xray_enhanced/000172 (2).png,20.150624125631303,0.6227946651445028
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/84.png,/content/enhanced_images/pres_enhanced/84.png,22.402918674539887,0.9313622769381226
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/366.png,/content/enhanced_images/pres_enhanced/366.png,20.545267120485853,0.898923816509527
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/132.png,/content/enhanced_images/pres_enhanced/132.png,23.955131302216635,0.9435475010147716
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/626.png,/content/enhanced_images/pres_enhanced/626.png,22.358117616671084,0.9215731135688652
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/168.png,/content/enhanced_images/pres_enhanced/168.png,16.177806766015486,0.872213228328197
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/723.png,/content/enhanced_images/pres_enhanced/723.png,23.10974495051457,0.9007514522035328
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/374.png,/content/enhanced_images/pres_enhanced/374.png,23.68252383555945,0.9224916380475369
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/18.png,/content/enhanced_images/pres_enhanced/18.png,23.726882513809834,0.9766287326227123
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/709.png,/content/enhanced_images/pres_enhanced/709.png,24.11934943514816,0.9122673054006782
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/357.png,/content/enhanced_images/pres_enhanced/357.png,17.524106147033528,0.8826936824503508
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/214.png,/content/enhanced_images/pres_enhanced/214.png,22.870970633701372,0.9222833389872277
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/333.png,/content/enhanced_images/pres_enhanced/333.png,21.548948789364758,0.9549026333567217
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/685.png,/content/enhanced_images/pres_enhanced/685.png,20.444698936123533,0.9006740839947355
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/154.png,/content/enhanced_images/pres_enhanced/154.png,19.088706406835957,0.8484677444094778
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/149.png,/content/enhanced_images/pres_enhanced/149.png,24.46621029622876,0.9770267084287836
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/641.png,/content/enhanced_images/pres_enhanced/641.png,23.02864797289991,0.9202103580281306
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/4.png,/content/enhanced_images/pres_enhanced/4.png,23.285628135843226,0.9430272148001974
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/450.png,/content/enhanced_images/pres_enhanced/450.png,22.898061211467457,0.9131899163183994
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/325.png,/content/enhanced_images/pres_enhanced/325.png,22.526987243965667,0.934324421790442
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/338.png,/content/enhanced_images/pres_enhanced/338.png,20.195662969257846,0.9297097878844107
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/584.png,/content/enhanced_images/pres_enhanced/584.png,20.291024163866016,0.8122908537549833
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/271.png,/content/enhanced_images/pres_enhanced/271.png,25.360928832283506,0.9496753727762121
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/756.png,/content/enhanced_images/pres_enhanced/756.png,27.520702406832328,0.9885039908025808
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/592.png,/content/enhanced_images/pres_enhanced/592.png,22.877334949935317,0.9090051549756819
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/376.png,/content/enhanced_images/pres_enhanced/376.png,24.658549234256647,0.9687970271331519
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/378.png,/content/enhanced_images/pres_enhanced/378.png,23.35550212022192,0.9176524242280778
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/390.png,/content/enhanced_images/pres_enhanced/390.png,23.153759323722454,0.9037129835440418
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/639.png,/content/enhanced_images/pres_enhanced/639.png,21.41791036335809,0.9147476601895848
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/386.png,/content/enhanced_images/pres_enhanced/386.png,22.899172813974687,0.9250649881758961
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/737.png,/content/enhanced_images/pres_enhanced/737.png,19.438469150096733,0.9331320829220019
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/114.png,/content/enhanced_images/pres_enhanced/114.png,23.159391026306615,0.9124148684068626
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/126.png,/content/enhanced_images/pres_enhanced/126.png,24.250784473515456,0.9413521787354991
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/568.png,/content/enhanced_images/pres_enhanced/568.png,19.68216731870191,0.9425388874584735
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/674.png,/content/enhanced_images/pres_enhanced/674.png,22.503281060677022,0.92165973803452
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/467.png,/content/enhanced_images/pres_enhanced/467.png,21.877536464502256,0.9070724550286656
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/469.png,/content/enhanced_images/pres_enhanced/469.png,21.720323146719625,0.9344969044519839
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/384.png,/content/enhanced_images/pres_enhanced/384.png,22.12868537869622,0.8901098590729183
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/743.png,/content/enhanced_images/pres_enhanced/743.png,23.15723925060398,0.9074405377924928
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/91.png,/content/enhanced_images/pres_enhanced/91.png,22.701635612527546,0.9040481332187559
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/253.png,/content/enhanced_images/pres_enhanced/253.png,20.627433173046576,0.940070012000479
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/392.png,/content/enhanced_images/pres_enhanced/392.png,23.153759323722454,0.9037129835440418
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/234.png,/content/enhanced_images/pres_enhanced/234.png,21.392536490053903,0.8857667929444992
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/283.png,/content/enhanced_images/pres_enhanced/283.png,22.523757660340806,0.9294170112431552
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/477.png,/content/enhanced_images/pres_enhanced/477.png,24.211795961333124,0.9754609626359935
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/693.png,/content/enhanced_images/pres_enhanced/693.png,22.418804010395665,0.8806306288199408
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/107.png,/content/enhanced_images/pres_enhanced/107.png,21.122790267793977,0.9198403145367888
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/197.png,/content/enhanced_images/pres_enhanced/197.png,22.48994462681733,0.9040164966688141
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/199.png,/content/enhanced_images/pres_enhanced/199.png,23.020537946174034,0.8886523955449249
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/684.png,/content/enhanced_images/pres_enhanced/684.png,21.766669503248952,0.8807359551748943
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/636.png,/content/enhanced_images/pres_enhanced/636.png,21.788052688407454,0.9201941112787151
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/499.png,/content/enhanced_images/pres_enhanced/499.png,22.597695400081697,0.9204756474787485
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/731.png,/content/enhanced_images/pres_enhanced/731.png,20.75854442033237,0.9251937891246044
/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Testing/testing_words/257.png,/content/enhanced_images/pres_enhanced/257.png,20.12092238447022,0.9396849714703204
